Timestamp,FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,GENDER,WORK_LIFE_BALANCE_SCORE
2/28/2021 4:38,2,1,2,7,10,10,10,0,10,7,6,6,2,7,0,5,5,4,8,8,36 to 50,Male,98
3/8/2021 9:16,3,0,6,4,10,10,3,5,7,8,1,10,5,6,0,3,7,7,1,8,51 or more,Female,98
8/5/2015,2,2,6,10,10,7,10,2,9,4,4,4,1,6,4,1,7,10,5,7,36 to 50,Female,97
8/9/2015,2,1,10,8,10,6,3,2,5,8,7,6,3,8,0,3,9,8,4,2,Less than 20,Female,97
8/12/2015,5,3,10,10,4,2,3,3,10,7,4,6,0,8,0,1,10,10,2,7,36 to 50,Female,97
8/17/2015,5,2,5,7,2,3,8,2,8,4,2,7,5,9,0,0,10,10,2,10,21 to 35,Female,97
8/23/2015,5,5,9,2,9,4,6,3,9,5,5,6,5,8,0,5,8,7,7,9,21 to 35,Female,97
9/2/2015,3,4,10,8,1,10,5,1,10,9,1,8,8,8,0,1,6,10,1,3,Less than 20,Female,97
9/8/2015,3,3,5,7,5,10,7,0,7,7,10,10,2,6,0,3,10,10,1,3,36 to 50,Male,97
9/9/2015,3,0,10,6,9,3,0,1,9,10,6,5,10,6,10,0,6,5,8,10,21 to 35,Male,97
9/17/2015,5,4,10,6,10,10,3,4,10,5,4,6,5,6,10,1,5,10,3,10,51 or more,Male,97
9/26/2015,4,3,10,10,7,7,5,5,5,9,3,7,3,8,0,2,5,3,2,9,51 or more,Female,97
10/4/2015,3,1,8,3,7,10,3,0,6,5,8,10,5,7,7,3,10,4,9,10,36 to 50,Female,97
10/6/2015,4,3,4,7,8,9,7,3,9,6,3,6,5,8,6,0,10,4,4,9,51 or more,Female,97
10/8/2015,2,1,10,7,10,10,5,5,6,9,3,3,3,8,1,5,7,10,5,1,21 to 35,Female,97
10/18/2015,5,3,5,10,10,6,3,4,6,7,1,7,5,7,0,1,7,5,3,10,21 to 35,Male,97
11/21/2015,5,2,10,6,3,2,5,3,10,1,7,1,10,8,0,0,5,10,3,10,21 to 35,Male,97
11/22/2015,5,2,10,6,3,2,5,3,5,1,7,1,10,8,0,0,10,10,3,10,21 to 35,Male,97
12/1/2015,5,1,10,4,10,6,10,5,9,8,1,3,0,7,0,0,9,3,1,7,21 to 35,Male,97
12/4/2015,5,4,10,5,10,10,5,5,9,7,3,8,0,6,10,1,7,10,2,10,51 or more,Female,97
12/5/2015,2,2,10,3,8,3,5,5,10,7,4,5,1,8,3,0,10,7,4,10,51 or more,Female,97
12/8/2015,5,2,10,10,7,10,1,3,5,6,2,7,2,8,0,5,7,10,3,8,21 to 35,Female,97
12/15/2015,3,4,4,5,10,10,10,3,7,6,3,10,2,6,0,5,9,10,3,5,36 to 50,Male,97
12/27/2015,1,1,10,6,5,5,5,5,8,4,3,3,5,5,0,2,10,10,5,10,51 or more,Male,97
12/28/2015,4,3,2,6,10,5,3,5,5,10,5,10,5,6,0,1,5,7,3,10,51 or more,Female,97
1/3/2016,4,4,4,8,10,10,7,5,7,5,2,6,5,6,6,0,5,10,8,5,51 or more,Female,97
1/14/2016,3,3,8,4,10,10,7,2,6,8,3,5,3,8,0,2,7,3,5,10,21 to 35,Female,97
1/15/2016,5,4,10,10,10,8,5,5,9,3,3,6,3,7,0,5,5,5,2,10,51 or more,Female,97
1/19/2016,2,0,6,5,8,8,4,5,6,8,3,10,2,9,0,1,8,7,2,5,36 to 50,Male,97
1/20/2016,1,4,3,3,5,10,5,5,7,9,2,7,10,7,0,1,10,8,0,10,36 to 50,Male,97
1/31/2016,3,3,5,10,2,10,6,0,6,7,5,7,10,7,0,1,5,1,7,10,36 to 50,Female,97
2/16/2016,3,3,10,3,7,10,4,0,5,10,5,9,3,6,0,4,5,6,8,10,21 to 35,Male,97
2/20/2016,3,1,4,10,8,10,2,5,9,7,1,5,3,8,0,0,9,10,0,4,36 to 50,Male,97
2/27/2016,5,0,8,10,6,5,1,5,9,5,2,5,10,6,0,0,9,3,1,7,51 or more,Female,97
3/5/2016,3,2,10,7,5,10,8,3,6,9,1,7,3,6,0,2,10,10,1,2,36 to 50,Male,97
3/9/2016,3,2,10,4,10,6,10,2,6,4,4,7,2,9,0,2,5,10,2,7,36 to 50,Female,97
3/17/2016,4,3,6,7,8,10,3,2,6,7,6,9,5,6,0,2,6,5,5,7,21 to 35,Male,97
3/22/2016,5,5,5,5,10,5,5,4,10,5,7,8,5,5,5,7,8,7,10,10,51 or more,Male,97
3/22/2016,5,4,5,10,10,10,4,5,9,5,3,2,10,8,5,3,7,7,2,7,51 or more,Male,97
3/25/2016,5,4,7,10,10,5,6,5,5,5,1,7,1,7,0,3,7,10,3,10,36 to 50,Male,97
3/25/2016,4,2,5,4,8,5,4,2,8,9,5,10,10,7,0,5,8,3,7,5,51 or more,Female,97
4/13/2016,3,2,10,6,4,7,6,3,7,6,5,7,1,8,0,0,5,4,7,10,21 to 35,Male,97
4/26/2016,3,4,10,7,10,10,6,5,5,7,5,8,1,7,7,1,5,6,4,10,36 to 50,Female,97
4/27/2016,3,2,10,4,10,2,2,3,8,8,3,8,4,8,0,0,9,5,2,10,36 to 50,Male,97
5/3/2016,3,2,10,5,10,4,7,5,9,7,4,7,5,7,5,2,9,7,2,5,21 to 35,Male,97
5/4/2016,5,3,10,7,2,10,6,1,5,6,10,10,3,9,0,1,5,7,0,5,21 to 35,Female,97
6/10/2016,4,0,3,6,10,10,5,5,10,2,2,3,2,7,0,1,10,4,5,10,Less than 20,Male,97
6/13/2016,3,1,4,5,5,7,4,3,10,7,5,7,5,8,0,0,5,7,5,8,21 to 35,Male,97
7/26/2016,1,1,10,10,10,5,4,1,8,2,4,3,10,7,0,0,8,4,6,5,36 to 50,Male,97
7/26/2016,3,3,6,5,4,10,7,2,10,7,5,10,1,6,0,2,9,10,3,4,21 to 35,Male,97
8/3/2016,0,2,10,10,10,6,10,5,6,1,8,5,1,5,0,2,7,10,4,3,51 or more,Female,97
8/10/2016,5,2,4,4,10,6,3,5,6,7,1,7,5,8,0,0,5,10,3,10,51 or more,Female,97
8/13/2016,5,2,10,10,4,4,5,2,9,6,3,5,10,8,0,2,7,5,3,5,51 or more,Male,97
8/31/2016,2,2,10,6,3,6,4,3,9,7,3,8,4,7,0,1,8,10,5,5,Less than 20,Female,97
9/1/2016,3,2,7,8,10,6,4,4,7,6,4,4,5,8,0,1,9,5,5,5,36 to 50,Female,97
9/13/2016,4,3,6,9,9,5,6,1,8,9,5,4,5,8,0,4,5,8,8,4,36 to 50,Female,97
9/20/2016,2,4,5,9,8,9,5,5,10,7,4,6,4,7,5,2,6,8,6,7,21 to 35,Female,97
9/21/2016,2,2,10,8,6,7,3,3,10,6,2,5,5,6,0,5,8,10,3,10,36 to 50,Female,97
9/28/2016,3,1,7,8,7,10,7,2,9,7,3,7,1,6,0,2,9,4,3,7,21 to 35,Male,97
10/8/2016,3,1,7,10,10,10,6,2,8,9,1,5,10,8,10,0,8,4,2,5,51 or more,Male,97
10/8/2016,2,1,7,4,9,3,2,4,10,4,5,5,10,6,0,0,9,3,5,10,51 or more,Female,97
10/28/2016,5,3,10,4,6,4,2,5,10,8,2,10,6,6,0,1,8,6,2,7,36 to 50,Male,97
10/31/2016,4,2,2,3,4,7,9,3,10,8,8,9,8,7,7,4,7,8,7,6,Less than 20,Female,97
12/4/2016,1,3,3,6,10,6,3,5,10,6,6,3,3,8,5,1,7,9,10,10,36 to 50,Female,97
12/4/2016,4,3,5,9,3,10,4,5,8,5,6,5,0,8,0,1,10,6,3,10,36 to 50,Female,97
12/12/2016,5,4,9,5,5,8,6,2,8,3,5,10,5,7,0,1,7,9,1,7,36 to 50,Female,97
12/20/2016,3,5,3,5,6,10,2,5,9,10,1,10,5,6,0,3,5,10,8,7,36 to 50,Female,97
1/10/2017,2,3,6,6,5,10,10,2,7,9,3,10,2,8,0,1,5,4,3,9,21 to 35,Female,97
1/14/2017,3,2,10,8,10,6,3,5,6,8,4,7,0,7,0,0,6,6,5,5,36 to 50,Female,97
1/17/2017,1,0,10,5,8,10,5,2,7,6,4,9,5,6,3,0,8,3,4,7,Less than 20,Female,97
1/21/2017,0,0,10,5,5,10,3,1,8,4,4,6,5,6,0,0,10,5,5,10,36 to 50,Male,97
1/27/2017,3,1,10,10,6,2,3,1,8,9,5,4,3,9,0,1,6,5,5,10,21 to 35,Female,97
2/2/2017,4,1,10,5,3,6,7,5,10,6,3,10,3,7,1,1,6,5,3,7,21 to 35,Male,97
2/7/2017,2,3,2,10,5,10,5,5,5,9,2,7,8,8,0,0,7,10,2,3,36 to 50,Female,97
2/11/2017,2,1,1,5,6,10,7,3,10,4,5,1,10,8,5,1,8,10,5,9,Less than 20,Female,97
2/13/2017,5,0,6,7,0,10,6,2,6,4,4,10,10,10,2,0,8,5,1,5,Less than 20,Male,97
2/16/2017,3,3,8,6,4,8,3,5,8,6,1,9,4,7,0,2,9,10,6,5,21 to 35,Male,97
2/28/2017,1,3,3,10,10,10,5,1,10,8,6,6,5,7,5,2,10,5,5,5,21 to 35,Male,97
2/28/2017,4,1,8,6,4,10,3,3,7,8,3,8,2,6,0,0,8,3,5,10,21 to 35,Male,97
3/14/2017,1,1,10,10,7,4,6,3,5,4,3,4,5,9,0,3,7,10,3,10,21 to 35,Male,97
3/19/2017,2,1,10,8,5,6,4,5,5,7,3,3,10,8,0,2,5,4,5,10,21 to 35,Female,97
3/22/2017,2,2,5,10,3,10,5,3,10,8,7,3,10,5,0,1,5,3,1,10,21 to 35,Male,97
4/13/2017,3,3,2,6,6,10,6,5,9,7,5,5,1,6,0,3,8,7,10,7,21 to 35,Male,97
5/25/2017,3,1,8,8,8,8,6,2,6,8,4,7,5,5,0,1,6,10,2,3,21 to 35,Male,97
6/1/2017,3,2,10,3,10,10,4,2,5,5,5,10,5,6,10,0,6,7,8,10,51 or more,Male,97
6/16/2017,5,5,10,7,5,3,0,2,9,10,2,8,1,8,0,0,8,10,4,10,51 or more,Female,97
6/27/2017,4,4,8,8,10,10,5,3,9,5,1,7,0,7,0,3,5,10,2,10,51 or more,Male,97
7/6/2017,4,2,10,6,2,7,3,2,10,6,5,5,3,7,0,1,10,7,3,10,21 to 35,Male,97
7/6/2017,5,2,4,5,6,10,2,5,10,7,7,5,3,7,0,3,9,0,8,9,21 to 35,Male,97
7/10/2017,4,4,4,6,6,8,3,0,10,8,4,8,7,5,0,10,10,8,10,10,21 to 35,Male,97
7/11/2017,3,4,10,5,10,5,2,5,5,7,6,8,6,7,7,3,9,8,7,8,36 to 50,Male,97
7/12/2017,3,3,2,8,4,10,8,5,6,10,2,8,10,8,10,1,6,8,3,10,51 or more,Female,97
7/23/2017,5,2,4,6,5,10,7,4,7,6,7,1,10,6,0,3,6,6,7,5,36 to 50,Female,97
8/8/2017,5,1,5,10,10,3,8,4,7,7,1,4,3,8,0,1,7,6,1,10,36 to 50,Female,97
8/26/2017,2,1,2,10,4,10,2,5,10,8,3,7,10,9,0,10,6,7,3,10,Less than 20,Female,97
8/27/2017,3,3,4,10,7,5,3,3,5,8,5,6,10,7,2,2,7,10,4,7,51 or more,Female,97
8/29/2017,3,1,10,8,2,8,6,1,8,9,2,6,10,6,3,5,9,10,1,7,21 to 35,Male,97
8/30/2017,2,1,2,5,10,10,4,5,5,5,9,3,1,8,0,1,6,10,7,7,36 to 50,Female,97
8/31/2017,2,3,4,10,6,10,4,0,9,5,5,10,4,7,0,4,8,10,8,2,21 to 35,Female,97
9/5/2017,1,2,5,9,10,10,5,5,8,9,6,3,5,6,2,3,6,6,5,5,21 to 35,Female,97
9/11/2017,4,3,10,7,5,3,10,5,9,8,6,7,4,7,0,7,7,10,1,4,36 to 50,Male,97
9/30/2017,3,1,3,4,10,7,4,5,6,10,4,2,10,5,10,2,9,10,8,10,51 or more,Male,97
10/5/2017,5,1,5,8,8,4,2,5,5,8,1,9,5,8,0,1,9,4,3,10,51 or more,Female,97
10/5/2017,4,5,6,10,7,10,5,2,8,6,5,10,8,7,4,4,10,4,3,5,Less than 20,Female,97
10/20/2017,3,3,10,8,7,10,5,4,10,4,5,10,8,4,4,3,5,4,3,7,21 to 35,Male,97
10/26/2017,4,4,6,8,5,10,9,0,6,6,6,6,6,8,4,2,9,7,6,5,Less than 20,Female,97
10/30/2017,4,2,10,5,10,10,2,5,10,6,3,5,1,7,0,1,5,3,8,6,51 or more,Female,97
10/30/2017,4,1,6,3,8,1,3,5,9,10,6,3,5,6,0,1,7,4,9,10,51 or more,Female,97
11/2/2017,0,1,2,10,10,4,3,0,10,8,1,1,10,7,0,0,10,5,7,10,51 or more,Female,97
11/2/2017,4,5,10,10,4,6,6,2,10,7,3,7,5,7,0,2,6,10,2,5,Less than 20,Female,97
11/20/2017,5,3,10,5,5,5,3,4,7,7,3,9,7,8,0,1,9,3,4,7,51 or more,Female,97
12/5/2017,3,2,10,6,6,3,3,5,9,10,2,5,5,8,0,0,5,5,7,7,51 or more,Female,97
12/5/2017,4,2,6,6,6,7,2,5,8,7,6,3,5,8,0,1,10,5,10,2,21 to 35,Female,97
12/25/2017,5,4,7,10,10,6,6,0,6,6,2,10,5,7,5,1,8,10,2,7,21 to 35,Female,97
1/19/2018,1,4,10,5,10,6,8,4,7,4,5,4,10,8,5,2,5,7,4,10,51 or more,Male,97
4/9/2018,2,3,10,10,6,10,6,2,10,7,7,7,6,6,7,6,8,6,3,7,Less than 20,Female,97
5/29/2018,5,1,7,7,5,4,2,5,9,8,1,7,1,8,0,0,7,10,2,10,21 to 35,Female,97
5/29/2018,2,2,5,7,5,5,10,3,6,4,3,8,3,7,0,0,7,10,4,10,21 to 35,Male,97
5/29/2018,5,5,4,5,5,10,10,5,9,9,2,6,4,8,5,3,6,4,8,10,21 to 35,Female,97
6/9/2018,2,0,10,5,10,4,7,5,8,10,1,5,0,9,0,2,7,10,1,5,51 or more,Female,97
6/30/2018,5,5,3,9,10,10,9,5,8,10,2,5,2,6,0,3,9,2,3,7,51 or more,Female,97
7/1/2018,5,3,5,7,6,4,5,5,9,9,6,5,10,7,0,5,6,10,4,2,51 or more,Female,97
7/7/2018,3,1,10,10,10,10,2,1,7,9,1,2,5,8,0,3,5,10,1,7,21 to 35,Male,97
7/18/2018,4,0,0,10,10,4,7,5,5,8,10,2,3,5,10,1,5,10,10,10,51 or more,Female,97
7/19/2018,2,1,10,8,10,4,4,2,8,4,2,6,5,8,1,1,8,10,6,3,21 to 35,Male,97
7/22/2018,5,1,10,8,8,10,2,1,8,4,3,7,5,7,0,0,8,2,3,7,36 to 50,Female,97
7/23/2018,4,0,3,10,10,10,3,2,9,7,2,7,5,6,2,0,5,8,3,5,51 or more,Male,97
7/23/2018,2,3,4,10,7,10,5,1,7,4,5,10,4,5,0,0,8,3,10,5,36 to 50,Female,97
7/23/2018,5,3,10,7,9,10,5,5,10,4,2,6,2,7,0,1,10,4,2,3,21 to 35,Female,97
7/23/2018,4,1,10,10,6,10,3,2,7,7,2,10,2,8,2,2,6,7,2,6,21 to 35,Male,97
7/25/2018,2,1,10,3,10,4,3,2,6,8,7,7,1,7,0,2,9,4,7,10,51 or more,Female,97
7/26/2018,5,2,3,7,10,10,5,4,8,7,2,10,0,7,0,4,8,10,2,5,51 or more,Female,97
8/13/2018,2,4,8,9,3,10,9,1,8,4,3,10,6,6,3,1,9,7,6,4,Less than 20,Male,97
8/14/2018,2,3,5,10,3,5,3,2,10,8,2,2,10,7,0,1,10,10,2,10,51 or more,Male,97
8/21/2018,4,2,10,10,5,5,3,4,9,6,4,4,3,8,0,1,8,10,2,5,51 or more,Female,97
9/1/2018,3,5,3,8,5,10,3,4,10,4,5,10,4,7,0,2,10,5,3,10,21 to 35,Female,97
9/17/2018,4,2,0,4,10,10,3,5,6,9,2,5,2,8,0,0,7,8,6,10,51 or more,Female,97
9/18/2018,5,5,6,10,10,10,5,2,6,5,5,10,5,7,0,3,7,4,2,6,Less than 20,Female,97
9/18/2018,3,1,4,7,10,5,2,5,10,6,2,10,7,8,0,1,6,6,1,7,51 or more,Female,97
10/5/2018,3,4,5,4,5,10,5,3,8,5,7,5,6,7,0,0,8,10,5,5,51 or more,Female,97
10/9/2018,3,4,10,8,10,10,5,5,9,6,2,6,6,7,10,3,7,10,7,3,51 or more,Female,97
10/10/2018,3,2,5,10,6,10,6,1,5,8,5,7,4,6,5,2,10,5,5,10,21 to 35,Female,97
10/12/2018,3,3,10,10,10,10,4,4,6,1,2,4,5,7,0,3,6,10,6,5,36 to 50,Female,97
12/28/2018 0:15,5,5,5,5,10,10,3,5,7,10,1,10,5,6,0,10,6,6,8,10,51 or more,Female,97
1/19/2019 11:14,4,4,10,9,8,10,7,2,8,9,4,5,5,7,10,3,5,9,4,8,51 or more,Female,97
1/29/2019 13:51,3,0,3,3,6,3,10,5,6,9,4,5,3,9,0,0,9,5,4,10,21 to 35,Male,97
1/30/2019 12:24,3,2,8,6,9,7,7,2,6,9,7,6,2,7,10,5,10,8,8,9,21 to 35,Female,97
2/3/2019 5:11,5,5,8,8,10,3,2,1,7,8,5,10,2,7,0,2,8,10,2,8,36 to 50,Male,97
2/12/2019 12:20,2,3,10,5,5,10,2,0,8,7,7,7,2,6,0,1,7,10,3,10,51 or more,Female,97
2/22/2019 18:02,3,2,4,5,10,10,1,2,10,7,1,7,8,7,0,3,9,7,8,3,21 to 35,Female,97
3/14/2019 3:28,3,3,6,9,6,7,8,3,5,8,5,8,4,6,4,6,7,8,7,10,Less than 20,Female,97
3/25/2019 8:24,3,3,3,5,10,10,5,5,6,4,6,10,2,7,0,1,6,8,1,10,21 to 35,Male,97
4/27/2019 0:20,5,1,5,10,10,4,2,5,5,8,4,7,1,8,0,10,9,7,8,10,36 to 50,Female,97
5/12/2019 15:45,4,1,8,6,10,10,2,1,6,5,3,10,1,6,0,1,9,6,4,8,21 to 35,Female,97
5/25/2019 1:03,3,3,7,10,3,10,3,3,5,8,0,5,10,7,0,1,8,10,2,7,21 to 35,Female,97
5/25/2019 18:17,4,3,5,4,10,10,3,3,7,4,7,8,3,7,0,1,6,6,4,10,51 or more,Female,97
6/3/2019 15:58,3,5,10,5,5,10,4,5,10,5,7,10,3,7,0,10,6,10,2,10,51 or more,Female,97
6/8/2019 9:32,3,5,2,7,6,10,3,5,9,10,2,10,5,6,0,4,8,3,7,10,36 to 50,Female,97
6/22/2019 1:35,3,1,8,10,5,8,7,1,5,4,4,10,2,7,0,1,8,5,7,5,21 to 35,Male,97
7/18/2019 19:29,5,2,5,10,10,2,8,5,8,9,1,8,0,6,0,3,10,10,0,5,51 or more,Female,97
8/1/2019 12:44,1,0,4,5,3,8,6,5,5,10,9,6,0,6,0,1,10,5,10,5,36 to 50,Female,97
8/24/2019 0:05,4,1,4,4,7,2,5,5,6,7,2,7,10,6,0,2,10,10,4,7,51 or more,Male,97
8/27/2019 21:45,4,1,3,10,8,6,5,4,10,7,2,10,3,8,0,1,8,4,0,7,51 or more,Female,97
8/31/2019 17:17,4,5,6,10,10,10,5,5,8,5,2,8,10,6,5,10,9,10,2,7,36 to 50,Female,97
9/8/2019 15:41,5,3,10,8,10,7,0,1,8,2,5,7,2,9,0,4,7,8,8,7,36 to 50,Female,97
9/20/2019 17:42,0,2,8,3,8,5,4,1,8,10,4,4,10,9,0,0,7,10,4,4,36 to 50,Female,97
10/20/2019 18:00,5,2,10,1,6,3,4,2,8,3,3,7,10,8,0,1,10,5,5,10,21 to 35,Female,97
10/27/2019 21:09,3,3,6,7,8,8,2,5,8,6,4,10,2,7,0,4,5,10,3,10,51 or more,Male,97
11/1/2019 15:53,5,2,8,5,7,10,10,4,9,5,5,6,6,6,8,4,8,6,5,6,21 to 35,Female,97
12/20/2019 2:06,3,3,5,4,9,8,6,5,8,8,6,6,5,7,10,1,7,7,7,10,21 to 35,Female,97
1/1/2020 8:06,3,3,10,7,4,10,5,0,9,8,3,6,5,8,0,3,6,5,4,10,21 to 35,Female,97
1/7/2020 20:16,3,4,7,10,10,10,4,5,10,8,2,9,2,6,8,3,7,9,5,5,21 to 35,Female,97
1/28/2020 16:15,2,3,8,8,6,10,5,3,8,5,4,6,2,7,0,1,10,9,2,6,51 or more,Male,97
1/30/2020 17:06,2,2,10,7,4,10,8,5,9,3,1,10,2,5,0,3,9,8,1,8,Less than 20,Female,97
2/4/2020 14:08,4,1,9,4,8,6,10,0,6,5,2,4,8,9,0,2,6,5,6,8,21 to 35,Male,97
2/7/2020 15:45,3,1,10,5,10,5,3,4,9,8,5,10,0,8,5,2,9,10,1,5,36 to 50,Female,97
2/12/2020 19:44,2,3,3,10,4,10,8,4,7,6,9,10,5,4,0,3,7,10,3,1,21 to 35,Female,97
2/17/2020 3:04,3,1,10,10,6,4,6,5,6,6,2,8,5,7,2,2,6,10,2,6,36 to 50,Female,97
2/17/2020 23:54,5,3,10,10,7,10,3,2,8,6,3,3,3,7,0,1,6,5,3,10,36 to 50,Female,97
3/17/2020 23:48,4,1,10,7,4,10,0,2,5,5,4,5,10,8,1,2,10,3,4,10,Less than 20,Male,97
4/5/2020 14:03,4,3,10,6,4,6,7,3,9,6,8,7,5,8,3,4,5,6,6,7,21 to 35,Female,97
4/5/2020 16:13,4,3,10,5,5,7,5,2,5,7,5,9,5,9,0,5,9,7,4,7,51 or more,Female,97
4/11/2020 14:57,4,1,5,3,10,10,3,3,8,8,4,3,5,7,0,0,7,10,3,5,51 or more,Male,97
4/14/2020 20:43,1,1,10,8,10,10,3,0,6,9,2,5,3,8,0,1,7,3,10,4,21 to 35,Female,97
4/15/2020 11:10,5,1,1,6,2,2,3,2,8,9,10,6,7,9,0,3,8,3,10,10,21 to 35,Male,97
5/2/2020 13:06,3,3,6,4,5,5,7,2,9,7,4,9,5,8,2,1,10,5,4,10,21 to 35,Male,97
5/5/2020 7:40,4,1,5,3,4,10,0,3,7,3,5,7,5,7,0,0,10,10,5,10,21 to 35,Female,97
5/15/2020 6:04,2,4,1,10,10,10,5,3,9,10,10,5,10,6,10,3,9,4,6,4,36 to 50,Female,97
5/16/2020 10:33,5,3,10,7,8,5,3,3,5,7,2,10,1,7,4,3,9,10,5,10,36 to 50,Male,97
5/17/2020 1:43,4,2,5,6,7,6,7,3,6,8,7,6,6,5,2,3,7,7,7,7,36 to 50,Male,97
5/18/2020 10:42,2,4,10,8,10,10,5,5,5,7,8,7,3,6,0,10,8,4,6,7,Less than 20,Female,97
5/25/2020 4:15,3,3,10,6,10,5,6,5,8,6,4,8,0,7,10,2,8,10,6,10,21 to 35,Male,97
6/5/2020 17:39,2,2,10,10,10,8,5,4,7,8,1,6,10,7,0,4,6,5,2,2,36 to 50,Female,97
6/13/2020 3:41,2,2,10,8,5,7,1,2,10,10,5,5,2,8,1,1,9,3,4,10,36 to 50,Female,97
7/1/2020 23:23,5,1,10,5,5,4,3,3,5,3,3,10,5,7,0,0,10,4,10,6,51 or more,Female,97
7/7/2020 7:57,3,4,10,10,4,8,5,2,10,5,2,8,5,7,0,2,6,10,1,7,36 to 50,Male,97
7/15/2020 19:57,3,3,2,7,10,7,10,0,6,5,7,6,10,8,2,10,10,10,3,8,36 to 50,Female,97
7/29/2020 16:02,5,3,10,5,7,6,4,2,9,7,7,10,3,8,0,5,6,7,2,7,36 to 50,Female,97
7/31/2020 3:07,4,3,4,7,4,10,4,2,5,8,5,7,7,6,0,4,5,10,6,10,51 or more,Male,97
8/14/2020 14:43,5,3,4,7,10,6,4,3,9,6,7,10,6,5,0,5,5,5,5,8,36 to 50,Female,97
9/7/2020 12:24,3,3,6,3,8,8,7,5,8,7,8,4,5,7,4,5,8,8,7,7,36 to 50,Female,97
9/7/2020 22:33,5,1,6,8,10,9,6,5,7,4,3,9,5,8,6,4,5,10,4,4,21 to 35,Female,97
9/20/2020 7:39,5,1,10,9,3,3,10,3,6,2,8,10,5,6,0,0,5,10,2,1,36 to 50,Male,97
9/23/2020 23:02,5,1,10,10,3,4,7,5,10,8,3,1,6,7,0,0,5,2,10,2,21 to 35,Male,97
9/29/2020 6:42,5,5,0,4,10,10,5,5,8,10,2,4,6,8,0,2,8,10,2,7,36 to 50,Female,97
10/7/2020 13:46,2,2,2,10,6,10,1,3,9,5,4,10,5,10,10,1,6,10,7,10,21 to 35,Female,97
10/11/2020 6:05,3,3,1,8,10,10,5,2,10,7,4,4,10,7,0,0,5,5,3,6,51 or more,Female,97
10/13/2020 15:50,3,2,5,10,10,10,1,5,9,4,5,1,4,8,0,1,10,7,3,5,21 to 35,Female,97
10/15/2020 7:06,3,4,8,4,7,10,6,3,10,6,6,8,6,7,0,2,5,2,6,6,51 or more,Female,97
10/21/2020 2:54,3,5,2,5,6,10,5,5,9,3,4,10,3,8,0,1,9,5,8,8,21 to 35,Female,97
10/29/2020 18:44,4,4,3,4,4,10,3,5,7,8,2,10,5,5,2,2,9,8,8,10,51 or more,Female,97
11/6/2020 14:59,5,2,6,8,10,10,3,5,5,7,4,4,7,8,10,3,8,10,8,4,51 or more,Male,97
11/17/2020 10:55,1,3,10,6,10,4,7,3,7,5,6,6,6,8,0,4,7,4,7,7,21 to 35,Female,97
11/18/2020 6:11,4,1,9,6,3,10,6,2,7,6,6,10,8,7,8,2,7,8,2,7,Less than 20,Female,97
11/23/2020 7:49,5,2,10,8,8,3,3,5,9,6,3,3,10,8,0,8,5,7,4,10,36 to 50,Female,97
11/30/2020 9:33,3,3,10,4,10,10,6,5,6,9,7,6,5,5,4,2,6,6,3,5,51 or more,Male,97
12/1/2020 11:13,5,1,10,5,6,10,3,0,9,7,6,10,3,8,10,5,9,6,6,10,Less than 20,Female,97
12/2/2020 2:24,3,3,6,4,10,10,6,2,8,6,3,10,5,8,0,2,5,10,3,3,36 to 50,Male,97
12/28/2020 14:15,2,4,7,9,6,10,3,3,8,6,8,7,3,6,1,3,7,5,5,10,21 to 35,Female,97
1/5/2021 14:13,5,3,2,9,10,9,7,3,7,9,5,5,5,6,10,3,5,10,8,8,36 to 50,Male,97
1/6/2021 21:40,2,2,6,10,10,8,6,5,5,5,5,3,5,7,0,5,7,8,2,10,51 or more,Male,97
2/19/2021 12:28,3,0,10,7,8,6,2,5,10,8,1,6,1,8,0,1,5,3,5,10,51 or more,Female,97
2/28/2021 12:22,4,5,8,6,10,10,5,4,9,2,2,8,5,7,0,3,6,8,6,5,36 to 50,Female,97
3/10/2021 8:40,5,3,10,4,6,1,5,3,9,7,4,10,2,8,0,1,10,10,3,4,36 to 50,Female,97
7/15/2015,4,1,1,10,10,10,5,5,5,8,3,7,3,6,7,2,9,6,4,10,51 or more,Male,96
7/18/2015,4,3,10,1,10,2,4,5,5,9,2,10,2,7,0,0,10,10,1,7,51 or more,Female,96
7/20/2015,4,3,10,8,10,10,4,5,5,10,2,7,5,6,10,1,10,10,1,3,51 or more,Male,96
7/24/2015,5,2,10,5,6,5,8,3,8,7,3,10,2,9,5,5,6,8,3,10,21 to 35,Male,96
7/27/2015,5,2,3,10,10,10,2,2,6,8,2,10,2,8,0,1,9,3,2,7,51 or more,Female,96
7/31/2015,3,1,10,3,10,3,3,3,5,7,2,10,1,8,0,1,10,5,5,10,36 to 50,Male,96
7/31/2015,3,1,10,3,10,3,3,3,6,7,2,10,1,8,0,1,9,5,5,10,36 to 50,Male,96
8/10/2015,3,0,3,10,2,3,4,1,10,8,2,9,7,7,0,1,9,7,7,5,36 to 50,Male,96
